ip	finger	hash	name	race	background	date	class	justClass	subclass	level	feats	HP	AC	Str	Dex	Con	Int	Wis	Cha	alignment	skills	weapons	spells	castingStat	choices	country	countryCode	processedAlignment	good	lawful	processedRace	processedSpells	processedWeapons	levelGroup	alias
	2c3211b	7096a8d61ad9cc9f1dc3cbc7cc94ef73	e087e6b9	Half-Elf	Entertainer	2019-01-03T12:02:57Z	Bard 1	Bard		1		10	13	8	16	14	12	10	16		Acrobatics|Arcana|Perception|Deception|Performance|Persuasion	Rapier|Dagger		Cha		Canada	CA		NA	NA	Half-Elf		Rapier|Dagger	1-3	vibrant_ardinghelli
	2c3211b	042d6ad9c5151ddeecb1d1f935a6140c	ff71092f	Wood Elf	Soldier	2019-01-03T11:50:44Z	Paladin 1	Paladin		1		11	18	10	17	12	14	14	8		Athletics|Religion|Insight|Perception|Intimidation	Trident|Javelin		Cha		Canada	CA		NA	NA	Elf		Trident|Javelin	1-3	nifty_northcutt
	1b24d42	b7c8a6d2946ebe2479567a509b435702	f31b3948	Dragonborn	Haunted One	2019-01-03T08:27:40Z	Cleric 1	Cleric	Grave Domain	1		8	13	12	12	10	12	13	16	CG	Sleight of Hand|Investigation|Medicine|Survival|Deception|Persuasion	Mace|Light Hammer	Spare the Dying*0|Bane*1|False Life*1	Wis		Canada	CA	CG	NA	NA	Dragonborn	Spare the Dying*0|Bane*1|False Life*1	Mace|Light hammer	1-3	laughing_banzai
	1b24d42	30150c696b3c882573741a0cf5c5e1cd	f31b3948	Dragonborn	Haunted One	2019-01-03T08:20:39Z	Cleric 1	Cleric	Grave Domain	1		8	12	13	10	11	13	13	16	CG	Sleight of Hand|Investigation|Medicine|Survival|Deception|Persuasion	Mace|Light Hammer	Spare the Dying*0|Bane*1|False Life*1	Wis		Canada	CA	CG	NA	NA	Dragonborn	Spare the Dying*0|Bane*1|False Life*1	Mace|Light hammer	1-3	laughing_banzai
	358f1bf	a84e9969dd1d2e992796c04c1ab23de9	56ecca6d	Human	Noble	2019-01-03T07:31:42Z	Paladin 5	Paladin	Oath of Devotion	5	Shield Master	44	19	16	9	14	11	14	16	Lawful Good	History|Religion|Medicine|Persuasion	Longsword|Javelin|Lance	Protection from Evil and Good*1|Sanctuary*1|Bless*1|Compelled Duel*1|Heroism*1|Lesser Restoration*2|Zone of Truth*2|Find Steed*2	Cha	fighting style/Defense	Canada	CA	LG	NA	NA	Human	Protection from Evil and Good*1|Sanctuary*1|Bless*1|Compelled Duel*1|Heroism*1|Lesser Restoration*2|Zone of Truth*2|Find Steed*2	Longsword|Javelin|Lance	4-7	epic_raman
		b662df7888f01efbd17220950dba9c34	f31b3948	Dragonborn	Haunted One	2019-01-03T07:22:14Z	Cleric 1	Cleric	Grave Domain	1		8	12	16	10	11	13	13	14	CG	Investigation|Medicine|Survival|Persuasion	Mace|Light Hammer	Spare the Dying*0|Bane*1|False Life*1	Wis		Canada	CA	CG	NA	NA	Dragonborn	Spare the Dying*0|Bane*1|False Life*1	Mace|Light hammer	1-3	laughing_banzai
6f9816e	00ef74d	3af8cf50a0fd80ce08ae48fb917cb401	36d544a5	Tabaxi	Criminal	2019-01-03T04:23:31Z	Fighter 1	Fighter		1		12	15	10	17	14	12	10	12	chaotic neutral	Athletics|Stealth|Insight|Perception|Deception	Longbow|Rapier|Longsword|Handaxe		Int	fighting style/Mariner	NA	NA	CN	NA	NA	Tabaxi		Longbow|Rapier|Longsword|Handaxe	1-3	lucid_stallman
6f9816e	00ef74d	7d8b8198e12c5155045f61847106a541	11e1bc4e	Human	Criminal	2019-01-03T03:29:19Z	Fighter 1	Fighter		1		12	17	11	16	15	13	10	13		Athletics|Stealth|Survival|Deception	Whip|Crossbow, light|Rapier		Int	fighting style/Defense	NA	NA		NA	NA	Human		Whip|Crossbow, Light|Rapier	1-3	friendly_brahmagupta
	1a33882	78d3c23fbbbfe023eb86ae0f4b9b50e6	925c3769	Lightfoot Halfling	Entertainer	2019-01-03T00:42:48Z	Bard 7	Bard	College of Swords	7		61	20	12	18	14	13	14	18		Acrobatics|Sleight of Hand|Deception|Performance|Persuasion	Dagger|Rapier|Longsword|Shortsword|Scimitar|Crossbow, Hand|Dagger|Longsword	Minor Illusion*0|Dissonant Whispers*1	Cha	expertise/Performance|fighting style/Dueling	Canada	CA		NA	NA	Halfling	Minor Illusion*0|Dissonant Whispers*1	Dagger|Rapier|Longsword|Shortsword|Scimitar|Crossbow, hand|Dagger|Longsword	4-7	trusting_stallman
	076a0ea	7bb016551c19d6a0f23407a4b9edf6d2	0e5b2988	High Elf	Hermit	2019-01-02T23:04:01Z	Monk 7	Monk	Way of Shadow	7		66	19	13	20	16	14	18	10		Acrobatics|Stealth|Religion|Medicine|Perception	Dart|Unarmed strike|Earthbreaker's (M)|Dagger	Fire Bolt*0|Minor Illusion *0|Darkness 2ki*0|Dark Vision 2ki*0|Silence 2ki*0|Pass Without Trace 2ki*0	Int		Canada	CA		NA	NA	Elf	Fire Bolt*0|Minor Illusion*0|*|*|*|*	Dart|Unarmed Strike||Dagger	4-7	elastic_bassi
2c18cf0		9d29749c84e647c5f5276d815f5e5f0e	00f4c943	Tabaxi	Far Traveler	2019-01-02T22:32:24Z	Fighter 1	Fighter		1		12	15	15	14	14	9	10	13		Athletics|Stealth|Insight|Perception|Survival	Longbow|Longsword|Handaxe		Int	fighting style/Dueling	NA	NA		NA	NA	Tabaxi		Longbow|Longsword|Handaxe	1-3	reverent_black
6a4a3d5	971fca8	8170ed9bb4409052d24609cc2ebc0d61	0b2dcc0d	Wood Elf	Folk Hero	2019-01-02T00:05:01Z	Ranger 5	Ranger	Hunter	5	Mobile	44	18	9	20	15	12	12	6		Athletics|Stealth|Investigation|Animal Handling|Perception|Survival	Shortsword|Longbow	Hunters Mark*1|Cure Wounds*1|Jump*1|Lesser Restoration*2	Wis	fighting style/Two-Weapon Fighting	NA	NA		NA	NA	Elf	Hunter's Mark*1|Cure Wounds*1|Jump*1|Lesser Restoration*2	Shortsword|Longbow	4-7	blissful_sanderson
6a4a3d5	971fca8	e59a544292f759093e9fe8f90761ec26	40c864a1	Wood Elf	Outlander	2019-01-01T23:33:10Z	Monk 5	Monk	Way of Shadow	5		38	19	9	20	14	12	18	13	chaotic good	Athletics|Stealth|Insight|Perception|Survival	Shortsword|Dart|Unarmed strike|Longbow	Minor Illusion*0	Wis		NA	NA	CG	NA	NA	Elf	Minor Illusion*0	Shortsword|Dart|Unarmed Strike|Longbow	4-7	loving_volhard
ce34a13	33c5e76	a86a41925d8b31a751c279bc7603a22a	e1e1459c	Warforged	Knight	2019-01-01T11:33:58Z	Paladin 4	Paladin	Oath of Redemption	4	Magic Initiate	40	16	18	16	12	12	15	16		Athletics|History|Intimidation|Persuasion	Flaming Sword	Prestidigitation*0|Eldritch blast*0|Shield*1|Sleep*1	Cha	fighting style/Protection	NA	NA		NA	NA	Warforged	Prestidigitation*0|Eldritch Blast*0|Shield*1|Sleep*1		4-7	hungry_cannon
c7841dc	ef0774c	0eec9dbb634b98abd3c23e73a18693e6	ad05979d	Half-Elf	Noble	2019-01-01T03:42:44Z	Rogue 3	Rogue	Arcane Trickster	3		26	14	10	16	12	18	12	14		Acrobatics|Stealth|Arcana|History|Investigation|Insight|Perception|Deception|Persuasion	Rapier|Shortbow|Dagger		Int	expertise/Thieves' Tools*Persuasion	NA	NA		NA	NA	Half-Elf		Rapier|Shortbow|Dagger	1-3	stupefied_einstein
c7841dc	ef0774c	befe80aa300e0ac0638d260245a2396b	4b4cd0dd	Mountain Dwarf	Folk Hero	2019-01-01T03:01:04Z	Druid 3	Druid	Circle of the Moon	3		30	11	16	11	19	11	17	14		Nature|Animal Handling|Medicine|Survival	Handaxe|Quarterstaff		Wis		NA	NA		NA	NA	Dwarf		Handaxe|Quarterstaff	1-3	cool_chatelet
c7841dc	ef0774c	b3279ad40b609645f19e5fb092265480	696b344f	High Elf	Cloistered Scholar	2019-01-01T02:59:45Z	Wizard 3	Wizard	School of Transmutation	3		19	12	10	14	12	17	16	14		Arcana|History|Investigation|Insight|Perception	Quarterstaff|Longsword		Int		NA	NA		NA	NA	Elf		Quarterstaff|Longsword	1-3	amazing_tesla
f18e3d2	4a43fd6	92ef5bcd441ee68a2e4bb57f62e00fd3	d1acc432	Dark Elf	Entertainer	2019-01-01T02:58:50Z	Revised Ranger 2	Revised Ranger		2		22	16	13	20	15	11	16	16		Athletics|Acrobatics|Stealth|Investigation|Perception|Performance	Shortsword|Longbow		Wis	fighting style/Archery|favored enemy/Humanoids	NA	NA		NA	NA	Elf		Shortsword|Longbow	1-3	lucid_jennings
e8aa649	74dfe4b	78bbbfef40c5b8944ad7181596e59584	425daf29	Dragonborn	Acolyte	2018-12-31T23:48:09Z	Cleric 2	Cleric	Life Domain	2		20	19	15	8	14	12	15	11	Lawful Good	History|Religion|Insight|Medicine	Mace|Crossbow, light	Spare The Dying*0|Sacred Flame*0|Guidance*0|Bless*1|Cure Wounds*1|Guiding Bolt*1|Inflict Wounds*1|Shield Of Faith*1|Sanctuary*1	Wis		NA	NA	LG	NA	NA	Dragonborn	Spare the Dying*0|Sacred Flame*0|Guidance*0|Bless*1|Cure Wounds*1|Guiding Bolt*1|Inflict Wounds*1|Shield of Faith*1|Sanctuary*1	Mace|Crossbow, Light	1-3	eager_cannon
ff9a199	8eb1f8e	403620e13a10cc48782ba5c47c373970	ffe2c0de	Minotaur	Soldier	2018-12-31T22:47:26Z	Barbarian 3|Fighter 2	Barbarian|Fighter	Path of the Ancestral Guardian|	5		67	17	19	14	17	8	10	10	Neutral 	Athletics|Perception|Survival|Intimidation	Greataxe|Handaxe|Javelin|Morningstar		Int	fighting style/Great Weapon Fighting	NA	NA	NN	NA	NA	Minotaur		Greataxe|Handaxe|Javelin|Morningstar	4-7	silly_panini
e8aa649	74dfe4b	26b8ba6bb1ca4739f6d15ef76d66063e	425daf29	Dragonborn	Acolyte	2018-12-31T22:41:49Z	Cleric 2	Cleric	Life Domain	2		20	19	15	8	14	12	15	11	Lawful Goodness	History|Religion|Insight|Medicine	Mace|Crossbow, light	Spare The Dying*0|Sacred Flame*0|Guidance*0|Bless*1|Cure Wounds*1|Guiding Bolt*1|Inflict Wounds*1|Shield Of Faith*1|Sanctuary*1	Wis		NA	NA	LG	NA	NA	Dragonborn	Spare the Dying*0|Sacred Flame*0|Guidance*0|Bless*1|Cure Wounds*1|Guiding Bolt*1|Inflict Wounds*1|Shield of Faith*1|Sanctuary*1	Mace|Crossbow, Light	1-3	eager_cannon
	076a0ea	01f32ab81ab658f0734e2b2fe9bd79b1	eb24c928	Half-Orc	Soldier	2018-12-31T17:45:49Z	Fighter 7	Fighter	Champion	7	Polearm Master	77	18	18	12	16	12	14	14		Athletics|Insight|Survival|Intimidation	Greataxe|Warhammer|Handaxe|Longsword|Longsword 2hand|Halberd|Flame Tongue|Flame Tongue 2hand		Int	fighting style/Defense	Canada	CA		NA	NA	Half-Orc		Greataxe|Warhammer|Handaxe|Longsword|Longsword|Halberd||	4-7	elastic_thompson
ea1902f	37f32de	6544bc54c98bbd90a2a51b71a5a2168c	1052e46a	Variant	urban bounty hunter	2018-12-31T13:03:20Z	Sorcerer 3|Warlock 2	Sorcerer|Warlock	Shadow Magic|The Hexblade	5		49	18	12	16	16	6	14	20		Stealth|Deception|Intimidation|Persuasion	Crossbow, light|Rapier|Dagger	Eldrich Blast*0|Friends*0|Prestidigitation*0|Minor Illusion*0|Mage Hand*0|Shape Water*0|Dancing Lights*0|Charm Person*1|Protection From GoodandEvil*1|Hex*1|Shield*1|Command*1|Disguise Self*1|Farie Fire 1/day*1|Darkness*2|Suggestion*2|Darkness 1/day*2	Cha	eldritch invocations/Misty Visions*Agonizing Blast|metamagic/Twinned Spell*Quickened Spell	NA	NA		NA	NA	Half-Elf	Eldritch Blast*0|Friends*0|Prestidigitation*0|Minor Illusion*0|Mage Hand*0|Shape Water*0|Dancing Lights*0|Charm Person*1|*|Hex*1|Shield*1|Command*1|Disguise Self*1|Faerie Fire*1|Darkness*2|Suggestion*2|Darkness*2	Crossbow, Light|Rapier|Dagger	4-7	practical_tu
ea1902f	37f32de	25288179da1014133475878f92dfad20	1052e46a	Variant	urban bounty hunter	2018-12-31T12:43:28Z	Sorcerer 3|Warlock 2	Sorcerer|Warlock	Shadow Magic|The Hexblade	5		49	18	12	16	16	6	14	20		Stealth|Deception|Intimidation|Persuasion	Crossbow, light|Rapier|Dagger	Eldrich Blast*0|Friends*0|Prestidigitation*0|Minor Illusion*0|Mage Hand*0|Shape Water*0|Dancing Lights*0|Charm Person*1|Protection From GoodandEvil*1|Hex*1|Shield*1|Command*1|Disguise Self*1|Farie Fire 1/day*1|Darkness*2|Suggestion*2|Darkness 1/day*2	Cha	eldritch invocations/Misty Visions*Agonizing Blast|metamagic/Twinned Spell*Quickened Spell	NA	NA		NA	NA	Half-Elf	Eldritch Blast*0|Friends*0|Prestidigitation*0|Minor Illusion*0|Mage Hand*0|Shape Water*0|Dancing Lights*0|Charm Person*1|*|Hex*1|Shield*1|Command*1|Disguise Self*1|Faerie Fire*1|Darkness*2|Suggestion*2|Darkness*2	Crossbow, Light|Rapier|Dagger	4-7	practical_tu
ee406a0	0d451a4	e1f30c5213ff73f51f8a3a7faf172439	b5087978	Mountain Dwarf	Mercenary Veteran	2018-12-31T10:58:07Z	Rogue 2	Rogue		2		16	12	10	13	15	8	10	10		Athletics|Acrobatics|Sleight of Hand|Stealth|Investigation|Persuasion	Shortsword|Shortbow|Dagger		Int	expertise/Stealth*Persuasion	NA	NA		NA	NA	Dwarf		Shortsword|Shortbow|Dagger	1-3	distracted_burnell
266fb49	e129806	25719c376dd1566422c52474c2e4c793	7706e4f0	Tiefling	Criminal	2018-12-31T02:18:04Z	Fighter 4	Fighter	Eldritch Knight	4	Dual Wielder	41	15	10	14	13	14	12	14	Lawful Good	Stealth|Perception|Deception|Intimidation	Longbow|Shortsword|Silver Scimitars|Greatsword|Longsword|Spear|Spear	Thaumaturgy*0|Frostbite*0|Prestidigitation*0|Fog Cloud*1|Magic Missles*1|Shield*1|Hellish Rebuke*1|Guiding Bolt*1	Int	fighting style/Two-Weapon Fighting	NA	NA	LG	NA	NA	Tiefling	Thaumaturgy*0|Frostbite*0|Prestidigitation*0|Fog Cloud*1|Magic Missile*1|Shield*1|Hellish Rebuke*1|Guiding Bolt*1	Longbow|Shortsword|Scimitar|Greatsword|Longsword|Spear|Spear	4-7	admiring_burnell
	5b67c8c	c22c014105a35828db8c567e2c72f5a0	8995d745	Human	Inheritor	2018-12-30T22:23:13Z	Wizard 3	Wizard	Theurgy	3	Skilled	20	11	8	12	14	16	14	10		Athletics|Stealth|Arcana|Investigation|Religion|Insight|Perception|Survival	Dagger		Int	divine domain/Life	Canada	CA		NA	NA	Human		Dagger	1-3	agitated_cray
ea1902f	37f32de	e2610ce6a78070309739eb46621f4a7a	1052e46a	Variant	urban bounty hunter	2018-12-30T14:46:36Z	Sorcerer 3|Warlock 2	Sorcerer|Warlock	Shadow Magic|The Hexblade	5		49	18	12	16	16	6	14	20		Stealth|Deception|Intimidation|Persuasion	Crossbow, light|Rapier	Eldrich Blast*0|Friends*0|Prestidigitation*0|Minor Illusion*0|Mage Hand*0|Shape Water*0|Dancing Lights*0|Charm Person*1|Protection From GoodandEvil*1|Hex*1|Shield*1|Command*1|Disguise Self*1|Farie Fire 1/day*1|Darkness*2|Suggestion*2|Darkness 1/day*2	Cha	eldritch invocations/Misty Visions*Agonizing Blast|metamagic/Twinned Spell*Quickened Spell	NA	NA		NA	NA	Half-Elf	Eldritch Blast*0|Friends*0|Prestidigitation*0|Minor Illusion*0|Mage Hand*0|Shape Water*0|Dancing Lights*0|Charm Person*1|*|Hex*1|Shield*1|Command*1|Disguise Self*1|Faerie Fire*1|Darkness*2|Suggestion*2|Darkness*2	Crossbow, Light|Rapier	4-7	practical_tu
ea1902f	37f32de	509c3e2e478023a57c5d968f50eaa9ec	1052e46a	Variant	urban bounty hunter	2018-12-30T14:36:21Z	Sorcerer 3|Warlock 2	Sorcerer|Warlock	Shadow Magic|The Hexblade	5		49	18	12	16	16	6	14	20		Stealth|Deception|Intimidation|Persuasion	Crossbow, light|Rapier	Eldrich Blast*0|Friends*0|Prestidigitation*0|Minor Illusion*0|Mage Hand*0|Shape Water*0|Dancing Lights*0|Charm Person*1|Protection From GoodandEvil*1|Hex*1|Shield*1|Command*1|Disguise Self*1|Farie Fire 1/day*1|Darkness*2|Suggestion*2|Darkness 1/day*2	Cha	eldritch invocations/Misty Visions*Agonizing Blast|metamagic/Twinned Spell*Quickened Spell	NA	NA		NA	NA	Half-Elf	Eldritch Blast*0|Friends*0|Prestidigitation*0|Minor Illusion*0|Mage Hand*0|Shape Water*0|Dancing Lights*0|Charm Person*1|*|Hex*1|Shield*1|Command*1|Disguise Self*1|Faerie Fire*1|Darkness*2|Suggestion*2|Darkness*2	Crossbow, Light|Rapier	4-7	practical_tu
	1a33882	1496f5d37ae3c1158c81222698592569	444ed3b0	Mountain Dwarf	Outlander	2018-12-30T08:53:12Z	Barbarian 11	Barbarian	Path of the Totem Warrior	11		137	25	20	20	20	12	14	18	Chaotic Neutral	Athletics|Acrobatics|Stealth|Perception|Survival|Intimidation	Hazirawn/Nec|Warhammer|Battleaxe|9x Javelin	Detect Magic (1)*0|Detect Good and Evil (1)*0|Detect Thoughts (2)*0	Int		Canada	CA	CN	NA	NA	Dwarf	*|*|*	|Warhammer|Battleaxe|Javelin	8-11	silly_goodall
	1a33882	c1bd08ca17094ac823841e0e5e6933cc	444ed3b0	Mountain Dwarf	Outlander	2018-12-30T08:25:24Z	Barbarian 11	Barbarian	Path of the Totem Warrior	11		137	25	20	20	20	12	14	18	Chaotic Neutral	Athletics|Acrobatics|Stealth|Perception|Survival|Intimidation	Hazirawn/Nec|Warhammer|Battleaxe|9x Javelin	Detect Magic (1)*0|Detect Good and Evil (1)*0|Detect Thoughts (2)*0	Int		Canada	CA	CN	NA	NA	Dwarf	*|*|*	|Warhammer|Battleaxe|Javelin	8-11	silly_goodall
4fe0041		e05bf490a67ede3be41fe63ee285ab3b	74a87419	Human	Sage	2018-12-30T03:55:29Z	Wizard 1	Wizard		1		9	12	11	15	16	18	12	11		Arcana|History|Investigation|Insight	Quarterstaff		Int		NA	NA		NA	NA	Human		Quarterstaff	1-3	angry_agnesi
b1ff258	cfaa6ff	9821b115f9628b9231e0aab34d048b91	c610ac91	Mountain Dwarf	Custom	2018-12-30T03:21:36Z	Wizard 8	Wizard	School of Divination	8		66	16	13	14	18	20	12	9	LN	Arcana|History|Investigation|Perception	Battleaxe|Battleaxe (2h)	Mage Hand*0|Mold Earth*0|Minor Illusion*0|Ray of Frost*0|Comprehend Languages*1|Find Familiar*1|Detect Magic*1|Burning Hands*1|Shield*1|Feather Fall*1|Identify*1|Sleep*1|Blur*2|Detect Thoughts*2|Hold Person*2|Magic Weapon*2|Dispel Magic*3|Phantom Steed*3|Leomund's Tiny Hut*3|Lightning Bolt*3|Ice Storm*4|Arcane Eye*4|Greater Invisibility*4|Locate Creature*4	Int		NA	NA	LN	NA	NA	Dwarf	Mage Hand*0|Mold Earth*0|Minor Illusion*0|Ray of Frost*0|Comprehend Languages*1|Find Familiar*1|Detect Magic*1|Burning Hands*1|Shield*1|Feather Fall*1|Identify*1|Sleep*1|Blur*2|Detect Thoughts*2|Hold Person*2|Magic Weapon*2|Dispel Magic*3|Phantom Steed*3|Leomund's Tiny Hut*3|Lightning Bolt*3|Ice Storm*4|Arcane Eye*4|Greater Invisibility*4|Locate Creature*4	Battleaxe|Battleaxe	8-11	elated_minsky
	14c21b6	9d23dd0cb7537344358ed6bc941c5aca	2b5d6f57	Fallen Aasimar	Far Traveler	2018-12-30T02:00:29Z	Warlock 6	Warlock	The Hexblade	6		45	11	16	10	14	8	8	19		Arcana|Insight|Perception|Intimidation	Crossbow, light|Dagger		Cha	pact boon/Pact of the Blade|eldritch invocations/Eldritch Sight*Agonizing Blast*Sign of Ill Omen	Canada	CA		NA	NA	Aasimar		Crossbow, Light|Dagger	4-7	determined_franklin
	14c21b6	8007e7efcd872f8a6cd242be3fbf8892	3edfeb1f	High Elf	Sage	2018-12-30T01:59:45Z	Wizard 6	Wizard	School of Conjuration	6		38	13	8	17	14	18	10	8		Arcana|History|Investigation|Religion|Perception	Quarterstaff		Int		Canada	CA		NA	NA	Elf		Quarterstaff	4-7	lucid_bohr
	14c21b6	4e4037a4dced7b6c88f70d42f57ce5b7	027767d9	Deep Gnome	Charlatan	2018-12-30T01:59:35Z	Rogue 6	Rogue	Arcane Trickster	6		39	15	8	18	12	16	14	8		Acrobatics|Sleight of Hand|Stealth|Investigation|Perception|Deception	Rapier|Shortbow|Dagger		Int	expertise/Thieves' Tools*Investigation*Stealth*Perception	Canada	CA		NA	NA	Gnome		Rapier|Shortbow|Dagger	4-7	heuristic_grothendieck
	14c21b6	6909f4e1b4f98dbcca326f0a5b41544f	cbecdc28	Ghastly Halfling	Acolyte	2018-12-30T01:58:37Z	Cleric 6	Cleric	Order Domain	6		45	18	8	17	15	8	18	8		History|Religion|Insight|Medicine|Persuasion	Mace|Crossbow, light	Command*1|Heroism*1|Hold Person*2|Zone of Truth*2|Mass Healing Word*3|Slow*3	Wis		Canada	CA		NA	NA	Halfling	Command*1|Heroism*1|Hold Person*2|Zone of Truth*2|Mass Healing Word*3|Slow*3	Mace|Crossbow, Light	4-7	magical_heyrovsky
	14c21b6	2323ffbad3a671a18150be6d78925a2c	1cc2cf6e	Goliath	Soldier	2018-12-30T01:58:08Z	Fighter 6	Fighter	Champion	6		58	16	20	16	16	8	8	8		Athletics|Perception|Survival|Intimidation	Crossbow, light|Greatsword		Int	fighting style/Great Weapon Fighting	Canada	CA		NA	NA	Goliath		Crossbow, Light|Greatsword	4-7	stupefied_kirch
	14c21b6	a1da79bff3e8f37a3cc5e255342eb820	5dbc5ff1	Tabaxi	Far Traveler	2018-12-30T01:57:41Z	Monk 6	Monk	Way of the Open Hand	6		45	17	9	18	14	8	16	10		Acrobatics|Stealth|Religion|Insight|Perception	Shortsword|Dart|Unarmed strike		Int		Canada	CA		NA	NA	Tabaxi		Shortsword|Dart|Unarmed Strike	4-7	lucid_knuth
	14c21b6	01416032c5dceb0a5bbe2ff60c90ee8e	1fdb3872	Wood Elf	Hermit	2018-12-30T01:56:38Z	Druid 6	Druid	Circle of the Land	6		42	16	8	17	14	10	18	8		Nature|Animal Handling|Medicine|Perception|Survival	Scimitar	Barkskin*2|Spider Climb*2|Call Lightning*3|Plant Growth*3	Wis		Canada	CA		NA	NA	Elf	Barkskin*2|Spider Climb*2|Call Lightning*3|Plant Growth*3	Scimitar	4-7	unruffled_maxwell
	14c21b6	a02e7db2922f9772c5e8dd452c43147a	78b867b2	Half-Elf	Entertainer	2018-12-30T01:56:19Z	Bard 6	Bard	College of Lore	6		39	14	8	16	12	10	14	18		Acrobatics|Stealth|Arcana|History|Investigation|Perception|Deception|Performance|Persuasion	Rapier|Dagger		Cha	expertise/Performance*Perception	Canada	CA		NA	NA	Half-Elf		Rapier|Dagger	4-7	serene_chaplygin
	14c21b6	8f84bed6ddc87dd9510d9c49247010e1	0bd36a96	Dragonborn	Noble	2018-12-30T01:56:10Z	Paladin 6	Paladin	Oath of Vengeance	6	Heavy Armor Master	52	16	18	10	14	8	8	16		Athletics|History|Intimidation|Persuasion	Javelin	Bane*1|Hunter’s Mark*1|Hold Person*2|Misty Step*2	Cha	fighting style/Dueling	Canada	CA		NA	NA	Dragonborn	Bane*1|Hunter's Mark*1|Hold Person*2|Misty Step*2	Javelin	4-7	hungry_volhard
	14c21b6	dd51170fd085c0eeb07ae32e53d48953	745d8010	Human	Outlander	2018-12-30T01:55:03Z	Ranger 6	Ranger	Gloom Stalker	6	Sharpshooter	52	16	10	18	14	8	16	8		Athletics|Stealth|Animal Handling|Perception|Survival	Shortsword|Longbow	Disguise Self*1|Rope Trick*2	Wis	fighting style/Archery	Canada	CA		NA	NA	Human	Disguise Self*1|Rope Trick*2	Shortsword|Longbow	4-7	serene_hopper
	14c21b6	3ad1c63b7aa52d6d70b3a3ac9ebe8c77	1a6043a7	Tiefling	Sage	2018-12-30T01:54:51Z	Sorcerer 6	Sorcerer	Wild Magic	6		33	13	9	16	13	10	10	18		Arcana|History|Religion|Insight	Crossbow, light|Dagger		Cha	metamagic/Twinned Spell*Quickened Spell	Canada	CA		NA	NA	Tiefling		Crossbow, Light|Dagger	4-7	gifted_brahmagupta
	14c21b6	6de0e377348d01aab57209b876cefd1c	8ee92ded	Mountain Dwarf	Folk Hero	2018-12-30T01:47:27Z	Barbarian 6	Barbarian	Path of the Berserker	6		70	16	18	15	18	8	8	8		Athletics|Animal Handling|Survival|Intimidation	Greataxe|Handaxe|Javelin		Int		Canada	CA		NA	NA	Dwarf		Greataxe|Handaxe|Javelin	4-7	kind_mcclintock
	1a33882	30be04dc0deead5ea242ecb9abe6cafc	d1d18645	Protector Aasimar	Knight	2018-12-30T01:31:30Z	Cleric 10	Cleric	Grave Domain	10		75	16	16	11	16	12	20	20	Chaotic Neutral	Religion|Insight|Medicine|Persuasion	Mace|Crossbow, light|Quarterstaff|Silvered Dagger|Longbow|Greataxe|Greatsword	Spare the Dying*0|Sacred Flame*0|Thaumaturgy*0|Word Of Radiance*0|Light*0|Mending*0|Bane*1|False Life*1|Inflict Wounds*1|Guiding Bolt*1|Command*1|Shield Of Faith*1|Gentle Repose*2|Ray of Enfeeblement*2|Spiritual Weapon*2|Calm Emotion*2|Hold Person*2|Revivify*3|Vampiric Touch*3|Create Food And Water*3|Bestow Curse*3|Spirit Guardians*3|Blight*4|Death Ward*4|Stone Shape*4|Guardian Of Faith*4|Banishment*4|Antilife Shell*5|Raise Dead*5|Destructive Wave*5|Teleportation Circle*5|Mass Cure Wounds*5	Wis		Canada	CA	CN	NA	NA	Aasimar	Spare the Dying*0|Sacred Flame*0|Thaumaturgy*0|Word of Radiance*0|Light*0|Mending*0|Bane*1|False Life*1|Inflict Wounds*1|Guiding Bolt*1|Command*1|Shield of Faith*1|Gentle Repose*2|Ray of Enfeeblement*2|Spiritual Weapon*2|Calm Emotions*2|Hold Person*2|Revivify*3|Vampiric Touch*3|Create Food and Water*3|Bestow Curse*3|Spirit Guardians*3|Blight*4|Death Ward*4|Stone Shape*4|Guardian of Faith*4|Banishment*4|Antilife Shell*5|Raise Dead*5|Destructive Wave*5|Teleportation Circle*5|Mass Cure Wounds*5	Mace|Crossbow, Light|Quarterstaff|Dagger|Longbow|Greataxe|Greatsword	8-11	determined_nash
	fe4cf17	4ef88a96a83fc865263e9ec97a5fc1a3	1df78bed	Wood Elf	Urban Bounty Hunter	2018-12-30T01:02:28Z	Monk 7	Monk	Way of Shadow	7		59	18	8	18	16	8	16	8	Neutral Good	Athletics|Acrobatics|Stealth|Insight|Perception	Quarterstaff|Dart|Unarmed strike|Longbow|Shortsword	Minor Illusion*0	Int		Canada	CA	NG	NA	NA	Elf	Minor Illusion*0	Quarterstaff|Dart|Unarmed Strike|Longbow|Shortsword	4-7	thirsty_leavitt
751ac56	a43231c	9458718df1c0c4ba2a397ba611814872	d9eff6f9	Mountain Dwarf	Entertainer	2018-12-30T00:41:59Z	Sorcerer 6	Sorcerer	Wild Magic	6		44	12	12	14	16	8	12	16		Acrobatics|Arcana|Performance|Persuasion	Crossbow, light|Dagger		Cha	metamagic/Empowered Spell*Careful Spell	NA	NA		NA	NA	Dwarf		Crossbow, Light|Dagger	4-7	mystifying_hoover
